1;;30.3.2020;;1;;30.53.1;;18531;;0
2;;31.3.2020;;1;;26.21.9;;15819;;261
3;;1.4.2020;;1;;24.46.3;;14863;;260
4;;1.4.2020;;2;;21.38.8;;12988;;0
5;;3.4.2020;;1;;31.18.0;;12988;;263
6;;6.4.2020;;1;;24.46.3;;14863;;0
7;;7.4.2020;;1;;25.21.9;;15219;;0
8;;9.4.2020;;1;;26.55.4;;16154;;261
9;;11.4.2020;;1;;29.42.1;;17821;;261
10;;12.4.2020;;1;;26.16.0;;15760;;260
